Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Technical Support Representative,2025-11-20,https://jobright.ai/jobs/info/691f86b1a49a885af9a31366?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Memphis, TN
Memphis, TN 38105, USA",Auto-Chlor System,501-1000,"Commercial,Industrial",$28-$30 /hr,"1. Proven experience in technical support or field service troubleshooting
2. Strong telephone communication and diagnostic skills
3. Ability to guide non-technical users through complex troubleshooting steps
4. Familiarity with mechanical, electrical, or chemical systems used in Auto-Chlor equipment
5. Experience contributing to training material and documentation development
...",not sure,
IT Help Desk Associate I,2025-11-20,https://jobright.ai/jobs/info/691f95673f782d2f1afbe3de?utm_source=1100&utm_campaign=Software Engineering,On Site,"Washington, DC",Democratic National Committee,251-500,"Advice,CivicTech",$72000-$72000 /yr,"1. 1-2 years of experience in IT roles or relevant coursework
2. Dedication to customer service with strong interpersonal skills
3. Basic knowledge of networking such as TCP/IP, routing and switching
4. Experience with both computer and mobile device enterprise management systems such as Google Workspace and JAMF
5. Knowledge of Zendesk or other similar ticketing systems
...",not sure,
INFORMATION TECHNOLOGY SPECIALIST I,2025-11-20,https://jobright.ai/jobs/info/691f8e90a49a885af9a31b29?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Sacramento, CA
Alameda, CA",California Department of Social Services,5001-10000,Non Profit,$6513-$10537 /mon,"1. Knowledge of information security training and awareness
2. Knowledge of third-party risk management
3. Knowledge of systems security
4. Knowledge of identity and access management
5. Knowledge of IT security governance
...",not sure,
Help Desk Technician,2025-11-20,https://jobright.ai/jobs/info/691f68ae3f782d2f1afbb9c2?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"MI, US",Gottlieb and Greenspan,11-50,,$22-$24 /hr,"1. High School Diploma is required.
2. Primary phone and email queue coverage and initial customer contacts, creation of new cases, case triage and basic troubleshooting.
3. Primary responsibility for initial ticket creation and documentation.
4. May work with customers on hardware, software and network issues beyond basic triage, with guidance from higher level agents.
5. Seek guidance and insight from Tier 1 Sr. Agents as needed. Escalate to Tier 2 agents, as needed, as part of the triage process.
...",not sure,
Machine Learning Engineer Graduate (E-Commerce Knowledge Graph - CV/Multimodal/NLP)- 2025 Start (BS/MS),2025-11-20,https://jobright.ai/jobs/info/691f686709cc522e87740c22?utm_source=1100&utm_campaign=Software Engineering,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$113K-$178K /yr,"1. A Bachelor’s, Master’s, or PhD degree in Computer Science or a related technical field. Recent graduates are highly encouraged to apply!
2. Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline;
3. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment.
4. Passion or exposure to areas like machine learning, NLP (Natural Language Processing), multimodal systems, and computer vision.
5. Familiarity with or coursework related to programming languages like C++, Python, Go, or Java.
...",not sure,yes
"ML Engineer Graduate, TikTok E-commerce Recommendation- 2025 Start (PhD)",2025-11-20,https://jobright.ai/jobs/info/691f62fc09cc522e877406bd?utm_source=1100&utm_campaign=Software Engineering,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$130K-$246K /yr,"1. PhD in Computer Science, Machine Learning, Artificial Intelligence, Statistics, or a related field.
2. Strong understanding of machine learning algorithms and techniques.
3. Proficiency in programming languages such as Python, Java, or C++.
4. Solid background in data analysis and statistical modeling.
5. Familiar with machine learning frameworks and libraries (e.g., TensorFlow, PyTorch, Scikit-learn).
...",not sure,yes
Applied Statistics Postdoctoral Researcher,2025-11-20,https://jobright.ai/jobs/info/691f624d3f782d2f1afbb3c1?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Livermore, CA",Lawrence Livermore National Laboratory,5001-10000,"Information Technology,Market Research",$118K-$135K /yr,"1. Ability to secure and maintain a U.S. DOE Q-level security clearance which requires U.S. citizenship.
2. PhD degree in Statistics or related technical or scientific field.
3. Fundamental knowledge and/or experience developing and applying statistical/machine learning models and algorithms for one or more of the following settings: calibration, uncertainty quantification, surrogate modeling, design of experiments, classification, clustering, anomaly detection.
4. Effective initiative and interpersonal skills and ability to work in a collaborative, multidisciplinary team environment, including demonstrated desire and ability to obtain substantial domain knowledge in fields of application.
5. Proficient verbal and written communication skills to collaborate effectively in a team environment, present and explain technical information, and effectively communicate with subject matter experts.
...",no,
Analyst,2025-11-20,https://jobright.ai/jobs/info/68e6dd4dae2b894b1d71eefa?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Boston, MA",Profitero+,501-1000,"Analytics,Big Data",$53K-$74K /yr,"1. A bachelor’s degree and 1-3 years of increasing responsibility in a data-intensive consulting, market research, eCommerce, retail, CPG/manufacturing, or similar role
2. Proficiency in Excel and PowerPoint, with the ability to interpret and present data effectively
3. Ability to transform complex data into clear narratives, providing actionable insights and recommendations
4. Confidently articulate complex topics in a clear and concise manner, both verbally and in writing
5. Exceptional focus on accuracy and precision in analyses and reports
...",not sure,
"Mobile Software Engineer Graduate (Mobile Reliability, Android) - 2026 Start (BS/MS)",2025-11-20,https://jobright.ai/jobs/info/691f619709cc522e877405d1?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$187K /yr,"1. Bachelor's or Master's degree in Computer Science or related fields or equivalent practical experience
2. Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline
3. Experience in Android Development
4. Experience coding in one or more of the following programming languages: Java, Kotlin
5. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment",not sure,yes
Implementation Coordinator,2025-11-20,https://jobright.ai/jobs/info/691fb17b3f782d2f1afbf574?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Forest Hill, MD","DICORP, Inc.",101-250,Software,$45K-$55K /yr,"1. Associate’s degree required; Bachelor’s degree preferred.
2. Strong organizational skills and attention to detail.
3. Excellent verbal and written communication abilities.
4. Ability to manage multiple projects and priorities simultaneously.
5. Comfortable learning and explaining software applications.
...",not sure,
Postdoctoral Associate,2025-11-20,https://jobright.ai/jobs/info/691f613da49a885af9a2efd4?utm_source=1100&utm_campaign=Software Engineering,On Site,"Washington, DC",The George Washington University,,,$62K-$80K /yr,1. Applicants must have fulfilled all requirements for the award of a PhD or equivalent qualification in a relevant field by the date of employment.,not sure,
"Research Scientist Graduate- CV/NLP/Multimodal LLM,(Trust and Safety) - 2025 Start(PhD)",2025-11-20,https://jobright.ai/jobs/info/691f609709cc522e877404d8?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$137K-$259K /yr,"1. PhD degree in computer science or a related technical discipline
2. Related Research Experience at least one of the following areas: computer vision, multimodality, LLM
3. Be proficient with at least one deep learning framework (e.g. PyTorch, TensorFlow)
4. Have excellent analytical and problem-solving skills, logical thinking skills, communication and collaboration skills",not sure,yes
Help Desk Technician,2025-11-20,https://jobright.ai/jobs/info/691f8080a49a885af9a30ef8?utm_source=1100&utm_campaign=Software Engineering,Remote,"Michigan, United States",AvaSure,51-100,"Health Care,Medical Device",$22-$24 /hr,"1. High School Diploma is required.
2. Primary phone and email queue coverage and initial customer contacts, creation of new cases, case triage and basic troubleshooting.
3. Primary responsibility for initial ticket creation and documentation.
4. May work with customers on hardware, software and network issues beyond basic triage, with guidance from higher level agents.
5. Seek guidance and insight from Tier 1 Sr. Agents as needed. Escalate to Tier 2 agents, as needed, as part of the triage process.
...",not sure,
Computer Scientist - Simulation IPT,2025-11-20,https://jobright.ai/jobs/info/691f7ca009cc522e87741f0a?utm_source=1100&utm_campaign=Software Engineering,On Site,"Golden, Colorado, United States",Lunar Outpost,101-250,"Aerospace,Information Technology",,"1. Bachelor's Degree in Computer Science, Electrical Engineering, or related discipline
2. 1-3 years of relevant experience
3. Experience with popular version control utility git and agile development
4. Experience in C, C++, Python, and ROS2
5. Experience with unit testing, documentation, and code coverage tracking
...",no,
(General Hire) Research Scientist Graduate (TikTok Recommendation-Next Gen Recommendation) - 2026 Start (PhD),2025-11-20,https://jobright.ai/jobs/info/691f5e78a49a885af9a2ecff?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$137K-$360K /yr,"1. Final-year Ph.D. candidate or recent Ph.D. graduate in Computer Science or a related field
2. Research or applied experience in recommendation systems, LLMs, MLLMs, or multimodal learning
3. Strong programming skills (Python preferred), with a solid grasp of data structures and system-level thinking
4. Familiarity with Transformer architectures and large model optimization techniques (e.g., Sparse/Flash/Linear Attention)
5. Ability to work collaboratively across teams and adapt research into practical production solutions",not sure,yes
Machine Learning Engineer Graduate (eCommerce Business Growth)-2025 Start (MS/PhD),2025-11-20,https://jobright.ai/jobs/info/691f5e223f782d2f1afbb000?utm_source=1100&utm_campaign=Software Engineering,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$113K-$178K /yr,"1. A bachelor's degree is required, with a strong preference for fields of study in computer science, statistics, and data mining.
2. Experienced with feature engineering from massive raw data, such as customer/shop/influencer profiling and e-commerce transactions.
3. Solid understanding and hands-on experience with data structures algorithms, machine learning models such as boosting trees, logistic regression, and clustering.
4. Proficient coding skills using Python, Spark, Tensorflow/PyTorch, and other deep learning tools.
5. A strong desire to learn and discover new things, result-oriented, customer-oriented, team player, and self-driven.",not sure,yes
